Year,species,biomass,scenario
2041,Greenland Halibut,658494.0167,Global Sustainability
2042,Greenland Halibut,658298.5029,Global Sustainability
2043,Greenland Halibut,656138.9712,Global Sustainability
2044,Greenland Halibut,656364.9703,Global Sustainability
2045,Greenland Halibut,657748.52,Global Sustainability
2046,Greenland Halibut,662548.4132,Global Sustainability
2047,Greenland Halibut,665751.8366,Global Sustainability
2048,Greenland Halibut,669402.919,Global Sustainability
2049,Greenland Halibut,667623.8891,Global Sustainability
2050,Greenland Halibut,668640.2183,Global Sustainability
2051,Greenland Halibut,669088.9086,Global Sustainability
2052,Greenland Halibut,669828.4521,Global Sustainability
2053,Greenland Halibut,669678.0537,Global Sustainability
2054,Greenland Halibut,669693.4746,Global Sustainability
2055,Greenland Halibut,670251.6294,Global Sustainability
2056,Greenland Halibut,670645.1595,Global Sustainability
2057,Greenland Halibut,669165.5057,Global Sustainability
2058,Greenland Halibut,668667.6556,Global Sustainability
2059,Greenland Halibut,667159.3979,Global Sustainability
2060,Greenland Halibut,666477.7329,Global Sustainability
2061,Greenland Halibut,665781.3929,Global Sustainability
2062,Greenland Halibut,662423.4431,Global Sustainability
2063,Greenland Halibut,660250.2244,Global Sustainability
2064,Greenland Halibut,659190.0556,Global Sustainability
2065,Greenland Halibut,657479.4067,Global Sustainability
2066,Greenland Halibut,658884.7001,Global Sustainability
2067,Greenland Halibut,655638.9768,Global Sustainability
2068,Greenland Halibut,656912.5396,Global Sustainability
2015,Mackerel,5014791.478,Global Sustainability
2016,Mackerel,4922624.215,Global Sustainability
2017,Mackerel,4858011.772,Global Sustainability
2018,Mackerel,4759700.458,Global Sustainability
2019,Mackerel,4666219.468,Global Sustainability
2020,Mackerel,4624410.602,Global Sustainability
2021,Mackerel,4641801.959,Global Sustainability
2022,Mackerel,4577051.258,Global Sustainability
2023,Mackerel,4531060.347,Global Sustainability
2024,Mackerel,4522508.182,Global Sustainability
2025,Mackerel,4462548.074,Global Sustainability
2026,Mackerel,4445753.185,Global Sustainability
2027,Mackerel,4425664.211,Global Sustainability
2028,Mackerel,4466866.265,Global Sustainability
2029,Mackerel,4457956.264,Global Sustainability
2030,Mackerel,4521550.378,Global Sustainability
2031,Mackerel,4519015.761,Global Sustainability
2032,Mackerel,4524167.387,Global Sustainability
2033,Mackerel,4511140.403,Global Sustainability
2034,Mackerel,4473369.521,Global Sustainability
2035,Mackerel,4434630.538,Global Sustainability
2036,Mackerel,4386985.471,Global Sustainability
2037,Mackerel,4360490.135,Global Sustainability
2038,Mackerel,4361553.399,Global Sustainability
2039,Mackerel,4422662.585,Global Sustainability
2040,Mackerel,4401919.482,Global Sustainability
2041,Mackerel,4378717,Global Sustainability
2042,Mackerel,4359306.238,Global Sustainability
2043,Mackerel,4351122.967,Global Sustainability
2044,Mackerel,4347549.969,Global Sustainability
2045,Mackerel,4384147.536,Global Sustainability
2046,Mackerel,4439949.237,Global Sustainability
2047,Mackerel,4429234.3,Global Sustainability
2048,Mackerel,4427367.988,Global Sustainability
2049,Mackerel,4441352.694,Global Sustainability
2050,Mackerel,4457807.11,Global Sustainability
2051,Mackerel,4456967.987,Global Sustainability
2052,Mackerel,4434240.815,Global Sustainability
2053,Mackerel,4416880.033,Global Sustainability
2054,Mackerel,4394964.782,Global Sustainability
2055,Mackerel,4361378.368,Global Sustainability
2056,Mackerel,4360676.799,Global Sustainability
2057,Mackerel,4346755.641,Global Sustainability
2058,Mackerel,4337742.235,Global Sustainability
2059,Mackerel,4361533.598,Global Sustainability
2060,Mackerel,4391922.74,Global Sustainability
2061,Mackerel,4430326.116,Global Sustainability
2062,Mackerel,4369953.875,Global Sustainability
2063,Mackerel,4384597.697,Global Sustainability
2064,Mackerel,4394464.339,Global Sustainability
2065,Mackerel,4388753.854,Global Sustainability
2066,Mackerel,4378577.316,Global Sustainability
2067,Mackerel,4259689.568,Global Sustainability
2068,Mackerel,4319054.335,Global Sustainability
2015,Haddock,369734.7765,Global Sustainability
2016,Haddock,394034.9539,Global Sustainability
2017,Haddock,398917.425,Global Sustainability
2018,Haddock,387198.9768,Global Sustainability
2019,Haddock,356848.0328,Global Sustainability
2020,Haddock,473000.1992,Global Sustainability
2021,Haddock,627507.4256,Global Sustainability
2022,Haddock,700146.6565,Global Sustainability
2023,Haddock,714664.8158,Global Sustainability
2024,Haddock,683486.8194,Global Sustainability
2025,Haddock,584011.3214,Global Sustainability
2026,Haddock,489114.7476,Global Sustainability
2027,Haddock,514836.3519,Global Sustainability
2028,Haddock,591580.8508,Global Sustainability
2029,Haddock,625007.7022,Global Sustainability
2030,Haddock,623234.8128,Global Sustainability
2031,Haddock,587058.4494,Global Sustainability
2032,Haddock,503888.1908,Global Sustainability
2033,Haddock,435058.2081,Global Sustainability
2034,Haddock,366201.205,Global Sustainability
2035,Haddock,312964.0504,Global Sustainability
2036,Haddock,274066.278,Global Sustainability
2037,Haddock,243431.2436,Global Sustainability
2038,Haddock,217266.0377,Global Sustainability
2039,Haddock,198191.0629,Global Sustainability
2040,Haddock,175528.9353,Global Sustainability
2041,Haddock,161801.4486,Global Sustainability
2042,Haddock,148386.8781,Global Sustainability
2043,Haddock,134565.0148,Global Sustainability
2044,Haddock,122686.8071,Global Sustainability
2045,Haddock,115747.5247,Global Sustainability
2046,Haddock,109459.8522,Global Sustainability
2047,Haddock,98940.45289,Global Sustainability
2048,Haddock,95264.35291,Global Sustainability
2049,Haddock,93957.9416,Global Sustainability
2050,Haddock,128918.4172,Global Sustainability
2051,Haddock,171492.7158,Global Sustainability
2052,Haddock,194698.6357,Global Sustainability
2053,Haddock,200964.9801,Global Sustainability
2054,Haddock,195467.5993,Global Sustainability
2055,Haddock,172606.7524,Global Sustainability
2056,Haddock,157038.4949,Global Sustainability
2057,Haddock,145905.6924,Global Sustainability
2058,Haddock,140813.9649,Global Sustainability
2059,Haddock,135515.0071,Global Sustainability
2060,Haddock,130526.3567,Global Sustainability
2061,Haddock,125576.4356,Global Sustainability
2062,Haddock,237555.2759,Global Sustainability
2063,Haddock,376710.9601,Global Sustainability
2064,Haddock,456201.4732,Global Sustainability
2065,Haddock,486119.677,Global Sustainability
2066,Haddock,479425.0697,Global Sustainability
2067,Haddock,437114.1557,Global Sustainability
2068,Haddock,412517.0409,Global Sustainability
2015,Saithe,777576.3056,Global Sustainability
2016,Saithe,923078.0621,Global Sustainability
2017,Saithe,1093186.605,Global Sustainability
2018,Saithe,1280249.547,Global Sustainability
2019,Saithe,1479940.504,Global Sustainability
2020,Saithe,1701142.477,Global Sustainability
2021,Saithe,1963805.848,Global Sustainability
2022,Saithe,2248806.477,Global Sustainability
2023,Saithe,2570485.121,Global Sustainability
2024,Saithe,2945135.439,Global Sustainability
2025,Saithe,3326017.578,Global Sustainability
2026,Saithe,3730818.346,Global Sustainability
2027,Saithe,4138761.73,Global Sustainability
2028,Saithe,4640939.765,Global Sustainability
2029,Saithe,5141698.051,Global Sustainability
2030,Saithe,5669835.078,Global Sustainability
2031,Saithe,6154974.597,Global Sustainability
2032,Saithe,6599554.876,Global Sustainability
2033,Saithe,7000321.628,Global Sustainability
2034,Saithe,7329644.574,Global Sustainability
2035,Saithe,7600092.63,Global Sustainability
2036,Saithe,7825661.29,Global Sustainability
2037,Saithe,8073534.236,Global Sustainability
2038,Saithe,8336279.396,Global Sustainability
2039,Saithe,8642193.729,Global Sustainability
2040,Saithe,8931064.992,Global Sustainability
2041,Saithe,9174918.892,Global Sustainability
2042,Saithe,9449869.806,Global Sustainability
2043,Saithe,9685055.096,Global Sustainability
2044,Saithe,9960052.095,Global Sustainability
2045,Saithe,10341110.5,Global Sustainability
2046,Saithe,10618186.01,Global Sustainability
2047,Saithe,10798885.78,Global Sustainability
2048,Saithe,10940221.83,Global Sustainability
2049,Saithe,11087376.81,Global Sustainability
2050,Saithe,11198607.47,Global Sustainability
2051,Saithe,11319522.63,Global Sustainability
2052,Saithe,11418460.21,Global Sustainability
2053,Saithe,11496417.7,Global Sustainability
2054,Saithe,11553682.59,Global Sustainability
2055,Saithe,11577843.83,Global Sustainability
2056,Saithe,11637369.54,Global Sustainability
2057,Saithe,11690455.22,Global Sustainability
2058,Saithe,11746554.54,Global Sustainability
2059,Saithe,11812902.98,Global Sustainability
2060,Saithe,11877321.31,Global Sustainability
2061,Saithe,11905675.25,Global Sustainability
2062,Saithe,11914118.13,Global Sustainability
2063,Saithe,12072929.99,Global Sustainability
2064,Saithe,12198506.67,Global Sustainability
2065,Saithe,12213652.29,Global Sustainability
2066,Saithe,12252290.03,Global Sustainability
2067,Saithe,12280620.79,Global Sustainability
2068,Saithe,12364263.24,Global Sustainability
2015,Redfish,3320413.326,Global Sustainability
2016,Redfish,3275449.819,Global Sustainability
2017,Redfish,3349408.521,Global Sustainability
2018,Redfish,3212505.746,Global Sustainability
2019,Redfish,3175088.969,Global Sustainability
2020,Redfish,3351431.817,Global Sustainability
2021,Redfish,3059330.869,Global Sustainability
2022,Redfish,3164074.559,Global Sustainability
2023,Redfish,3077580.642,Global Sustainability
2024,Redfish,3100633.451,Global Sustainability
2025,Redfish,2982978.794,Global Sustainability
2026,Redfish,3131836.983,Global Sustainability
2027,Redfish,3267772.891,Global Sustainability
2028,Redfish,3090317.918,Global Sustainability
2029,Redfish,3401844.928,Global Sustainability
2030,Redfish,3208814.939,Global Sustainability
2031,Redfish,3002185.998,Global Sustainability
2032,Redfish,3315100.923,Global Sustainability
2033,Redfish,3076312.886,Global Sustainability
2034,Redfish,3203591.182,Global Sustainability
2035,Redfish,3046555.687,Global Sustainability
2036,Redfish,3097790.067,Global Sustainability
2037,Redfish,3100980.72,Global Sustainability
2038,Redfish,3108788.437,Global Sustainability
2039,Redfish,3017208.263,Global Sustainability
2040,Redfish,3167461.267,Global Sustainability
2041,Redfish,3111575.939,Global Sustainability
2042,Redfish,3034882.692,Global Sustainability
2043,Redfish,3177500.256,Global Sustainability
2044,Redfish,3362746.529,Global Sustainability
2045,Redfish,3281980.216,Global Sustainability
2046,Redfish,3168455.039,Global Sustainability
2047,Redfish,3145056.756,Global Sustainability
2048,Redfish,3022369.333,Global Sustainability
2049,Redfish,3057799.403,Global Sustainability
2050,Redfish,3106308.453,Global Sustainability
2051,Redfish,3318948.943,Global Sustainability
2052,Redfish,3071780.658,Global Sustainability
2053,Redfish,3241897.147,Global Sustainability
2054,Redfish,3130762.304,Global Sustainability
2055,Redfish,3164377.389,Global Sustainability
2056,Redfish,3242810.104,Global Sustainability
2057,Redfish,3182134.182,Global Sustainability
2058,Redfish,3266416.169,Global Sustainability
2059,Redfish,3130569.163,Global Sustainability
2060,Redfish,3266676.98,Global Sustainability
2061,Redfish,3087937.707,Global Sustainability
2062,Redfish,3466162.691,Global Sustainability
2063,Redfish,3539944.647,Global Sustainability
2064,Redfish,3307560.877,Global Sustainability
2065,Redfish,3532964.503,Global Sustainability
2066,Redfish,3361030.243,Global Sustainability
2067,Redfish,3758691.147,Global Sustainability
2068,Redfish,3476232.308,Global Sustainability
2015,Herring,1741122.773,Global Sustainability
2016,Herring,1704034.326,Global Sustainability
2017,Herring,1636480.056,Global Sustainability
2018,Herring,1584986.198,Global Sustainability
2019,Herring,1486009.371,Global Sustainability
2020,Herring,1422439.888,Global Sustainability
2021,Herring,1292756.37,Global Sustainability
2022,Herring,1205167.335,Global Sustainability
2023,Herring,1146759.838,Global Sustainability
2024,Herring,1064177.485,Global Sustainability
2025,Herring,991245.7958,Global Sustainability
2026,Herring,908934.9286,Global Sustainability
2027,Herring,884844.6713,Global Sustainability
2028,Herring,861400.4341,Global Sustainability
2029,Herring,820685.2274,Global Sustainability
2030,Herring,786363.2534,Global Sustainability
2031,Herring,772616.5296,Global Sustainability
2032,Herring,753622.7614,Global Sustainability
2033,Herring,741497.8313,Global Sustainability
2034,Herring,729441.0444,Global Sustainability
2035,Herring,691967.2681,Global Sustainability
2036,Herring,657660.6905,Global Sustainability
2037,Herring,585872.7387,Global Sustainability
2038,Herring,526613.9651,Global Sustainability
2039,Herring,453324.0032,Global Sustainability
2040,Herring,390355.933,Global Sustainability
2041,Herring,354969.6193,Global Sustainability
2042,Herring,313303.6699,Global Sustainability
2043,Herring,265428.3875,Global Sustainability
2044,Herring,240883.035,Global Sustainability
2045,Herring,224797.6768,Global Sustainability
2046,Herring,207842.3313,Global Sustainability
2047,Herring,198330.0419,Global Sustainability
2048,Herring,187912.247,Global Sustainability
2049,Herring,169580.9259,Global Sustainability
2050,Herring,160939.1226,Global Sustainability
2051,Herring,169637.7979,Global Sustainability
2052,Herring,183363.1601,Global Sustainability
2053,Herring,197435.1696,Global Sustainability
2054,Herring,213905.638,Global Sustainability
2055,Herring,226196.4077,Global Sustainability
2056,Herring,241570.1605,Global Sustainability
2057,Herring,242315.3338,Global Sustainability
2058,Herring,240832.4015,Global Sustainability
2059,Herring,244937.0876,Global Sustainability
2060,Herring,255109.7991,Global Sustainability
2061,Herring,255365.4457,Global Sustainability
2062,Herring,252905.9739,Global Sustainability
2063,Herring,270064.5309,Global Sustainability
2064,Herring,271579.326,Global Sustainability
2065,Herring,274433.8266,Global Sustainability
2066,Herring,298108.5993,Global Sustainability
2067,Herring,325931.0569,Global Sustainability
2068,Herring,349444.2728,Global Sustainability
2015,Northeast Atlantic Cod,5971311.916,Global Sustainability
2016,Northeast Atlantic Cod,5315415.556,Global Sustainability
2017,Northeast Atlantic Cod,4878482.441,Global Sustainability
2018,Northeast Atlantic Cod,4687194.82,Global Sustainability
2019,Northeast Atlantic Cod,4523057.96,Global Sustainability
2020,Northeast Atlantic Cod,4474090.329,Global Sustainability
2021,Northeast Atlantic Cod,4517602.799,Global Sustainability
2022,Northeast Atlantic Cod,4488045.08,Global Sustainability
2023,Northeast Atlantic Cod,4332721.764,Global Sustainability
2024,Northeast Atlantic Cod,4326969.053,Global Sustainability
2025,Northeast Atlantic Cod,4532970.527,Global Sustainability
2026,Northeast Atlantic Cod,4466282.387,Global Sustainability
2027,Northeast Atlantic Cod,4362176.985,Global Sustainability
2028,Northeast Atlantic Cod,4356569.77,Global Sustainability
2029,Northeast Atlantic Cod,4371409.781,Global Sustainability
2030,Northeast Atlantic Cod,4307427.668,Global Sustainability
2031,Northeast Atlantic Cod,4277034.019,Global Sustainability
2032,Northeast Atlantic Cod,4287085.79,Global Sustainability
2033,Northeast Atlantic Cod,4299337.658,Global Sustainability
2034,Northeast Atlantic Cod,4258748.899,Global Sustainability
2035,Northeast Atlantic Cod,4245377.663,Global Sustainability
2036,Northeast Atlantic Cod,4282685.195,Global Sustainability
2037,Northeast Atlantic Cod,4253190.975,Global Sustainability
2038,Northeast Atlantic Cod,4256236.779,Global Sustainability
2039,Northeast Atlantic Cod,4234332.167,Global Sustainability
2040,Northeast Atlantic Cod,4154391.696,Global Sustainability
2041,Northeast Atlantic Cod,4062234.054,Global Sustainability
2042,Northeast Atlantic Cod,4175023.331,Global Sustainability
2043,Northeast Atlantic Cod,4154357.013,Global Sustainability
2044,Northeast Atlantic Cod,4206527.312,Global Sustainability
2045,Northeast Atlantic Cod,4165401.077,Global Sustainability
2046,Northeast Atlantic Cod,4287297.168,Global Sustainability
2047,Northeast Atlantic Cod,4360016.21,Global Sustainability
2048,Northeast Atlantic Cod,4451790.554,Global Sustainability
2049,Northeast Atlantic Cod,4346691.881,Global Sustainability
2050,Northeast Atlantic Cod,4354547.786,Global Sustainability
2051,Northeast Atlantic Cod,4369790.357,Global Sustainability
2052,Northeast Atlantic Cod,4362943.923,Global Sustainability
2053,Northeast Atlantic Cod,4305145.282,Global Sustainability
2054,Northeast Atlantic Cod,4267938.035,Global Sustainability
2055,Northeast Atlantic Cod,4370651.53,Global Sustainability
2056,Northeast Atlantic Cod,4361584.714,Global Sustainability
2057,Northeast Atlantic Cod,4260829.115,Global Sustainability
2058,Northeast Atlantic Cod,4249489.159,Global Sustainability
2059,Northeast Atlantic Cod,4316993.659,Global Sustainability
2060,Northeast Atlantic Cod,4373595.834,Global Sustainability
2061,Northeast Atlantic Cod,4390813.024,Global Sustainability
2062,Northeast Atlantic Cod,4251967.881,Global Sustainability
2063,Northeast Atlantic Cod,4278339.257,Global Sustainability
2064,Northeast Atlantic Cod,4229024.346,Global Sustainability
2065,Northeast Atlantic Cod,4263386.583,Global Sustainability
2066,Northeast Atlantic Cod,4273088.727,Global Sustainability
2067,Northeast Atlantic Cod,4302161.558,Global Sustainability
2068,Northeast Atlantic Cod,4241945.769,Global Sustainability
2015,Capelin,4978697.639,Global Sustainability
2016,Capelin,4377719.488,Global Sustainability
2017,Capelin,5142189.766,Global Sustainability
2018,Capelin,5684625.754,Global Sustainability
2019,Capelin,5491242.052,Global Sustainability
2020,Capelin,4668693.318,Global Sustainability
2021,Capelin,3227951.636,Global Sustainability
2022,Capelin,3026938.132,Global Sustainability
2023,Capelin,4722323.538,Global Sustainability
2024,Capelin,4260107.562,Global Sustainability
2025,Capelin,3743853.102,Global Sustainability
2026,Capelin,6639851.521,Global Sustainability
2027,Capelin,5299774.981,Global Sustainability
2028,Capelin,3662284.885,Global Sustainability
2029,Capelin,5207037.674,Global Sustainability
2030,Capelin,7178951.509,Global Sustainability
2031,Capelin,5120807.065,Global Sustainability
2032,Capelin,4295216.051,Global Sustainability
2033,Capelin,6054614.63,Global Sustainability
2034,Capelin,5174663.302,Global Sustainability
2035,Capelin,4799817.639,Global Sustainability
2036,Capelin,6069941.047,Global Sustainability
2037,Capelin,5442038.214,Global Sustainability
2038,Capelin,4753559.021,Global Sustainability
2039,Capelin,5872219.179,Global Sustainability
2040,Capelin,5835167.525,Global Sustainability
2041,Capelin,5345709.62,Global Sustainability
2042,Capelin,3743109.385,Global Sustainability
2043,Capelin,5426659.859,Global Sustainability
2044,Capelin,6975588.884,Global Sustainability
2045,Capelin,5718863.868,Global Sustainability
2046,Capelin,4618441.882,Global Sustainability
2047,Capelin,5701878.127,Global Sustainability
2048,Capelin,6611725.42,Global Sustainability
2049,Capelin,5099693.781,Global Sustainability
2050,Capelin,5956244.343,Global Sustainability
2051,Capelin,5875026.613,Global Sustainability
2052,Capelin,4540228.554,Global Sustainability
2053,Capelin,4241560.148,Global Sustainability
2054,Capelin,3943220.926,Global Sustainability
2055,Capelin,4271890.005,Global Sustainability
2056,Capelin,6129933.013,Global Sustainability
2057,Capelin,5302683.421,Global Sustainability
2058,Capelin,4762987.541,Global Sustainability
2059,Capelin,4798386.402,Global Sustainability
2060,Capelin,6047914.325,Global Sustainability
2061,Capelin,5837357.889,Global Sustainability
2062,Capelin,5870016.154,Global Sustainability
2063,Capelin,6429007.314,Global Sustainability
2064,Capelin,5918178.46,Global Sustainability
2065,Capelin,4324151.283,Global Sustainability
2066,Capelin,5170963.518,Global Sustainability
2067,Capelin,6956687.097,Global Sustainability
2068,Capelin,4676557.119,Global Sustainability
2015,Squid,61864449.96,Global Sustainability
2016,Squid,46720857.86,Global Sustainability
2017,Squid,50535911.19,Global Sustainability
2018,Squid,54058626.38,Global Sustainability
2019,Squid,53760173.11,Global Sustainability
2020,Squid,55763710.73,Global Sustainability
2021,Squid,65604954.15,Global Sustainability
2022,Squid,61266767.59,Global Sustainability
2023,Squid,55275754.59,Global Sustainability
2024,Squid,63543146.11,Global Sustainability
2025,Squid,65264019.4,Global Sustainability
2026,Squid,58351466.3,Global Sustainability
2027,Squid,53688287.73,Global Sustainability
2028,Squid,53906062.34,Global Sustainability
2029,Squid,54458704.72,Global Sustainability
2030,Squid,67859774.82,Global Sustainability
2031,Squid,69617130.13,Global Sustainability
2032,Squid,57980535.04,Global Sustainability
2033,Squid,57127611.37,Global Sustainability
2034,Squid,57941217.67,Global Sustainability
2035,Squid,60656267.12,Global Sustainability
2036,Squid,69748126.92,Global Sustainability
2037,Squid,69550907.64,Global Sustainability
2038,Squid,61478867.82,Global Sustainability
2039,Squid,67566895.15,Global Sustainability
2040,Squid,64277977.56,Global Sustainability
2041,Squid,55946535.18,Global Sustainability
2042,Squid,57033007.35,Global Sustainability
2043,Squid,57606123.69,Global Sustainability
2044,Squid,58786093.62,Global Sustainability
2045,Squid,59064776.75,Global Sustainability
2046,Squid,58522843.36,Global Sustainability
2047,Squid,59672301.51,Global Sustainability
2048,Squid,58728525.44,Global Sustainability
2049,Squid,56972436.09,Global Sustainability
2050,Squid,59251350.18,Global Sustainability
2051,Squid,64284351.88,Global Sustainability
2052,Squid,58198350.83,Global Sustainability
2053,Squid,55634127.39,Global Sustainability
2054,Squid,59061946.7,Global Sustainability
2055,Squid,57630323.47,Global Sustainability
2056,Squid,58888196.93,Global Sustainability
2057,Squid,65685900.93,Global Sustainability
2058,Squid,65217914.62,Global Sustainability
2059,Squid,72594861.31,Global Sustainability
2060,Squid,75213050.61,Global Sustainability
2061,Squid,68147785.43,Global Sustainability
2062,Squid,62801871.66,Global Sustainability
2063,Squid,59248248.29,Global Sustainability
2064,Squid,61631056.12,Global Sustainability
2065,Squid,60845364.91,Global Sustainability
2066,Squid,58996319.21,Global Sustainability
2067,Squid,57289546.99,Global Sustainability
2068,Squid,59820522.53,Global Sustainability
2015,Medium Zooplankton,694669920.5,Global Sustainability
2016,Medium Zooplankton,741517547.5,Global Sustainability
2017,Medium Zooplankton,704114596.8,Global Sustainability
2018,Medium Zooplankton,779983331,Global Sustainability
2019,Medium Zooplankton,642119246.2,Global Sustainability
2020,Medium Zooplankton,453071101.6,Global Sustainability
2021,Medium Zooplankton,666779494.5,Global Sustainability
2022,Medium Zooplankton,647564029.9,Global Sustainability
2023,Medium Zooplankton,764640951.5,Global Sustainability
2024,Medium Zooplankton,611487426.8,Global Sustainability
2025,Medium Zooplankton,974462279,Global Sustainability
2026,Medium Zooplankton,581628818,Global Sustainability
2027,Medium Zooplankton,761575531.6,Global Sustainability
2028,Medium Zooplankton,866191944.2,Global Sustainability
2029,Medium Zooplankton,1026789150,Global Sustainability
2030,Medium Zooplankton,539930918.2,Global Sustainability
2031,Medium Zooplankton,627770316.8,Global Sustainability
2032,Medium Zooplankton,796652011.4,Global Sustainability
2033,Medium Zooplankton,524760958.1,Global Sustainability
2034,Medium Zooplankton,665564653.4,Global Sustainability
2035,Medium Zooplankton,710038597.8,Global Sustainability
2036,Medium Zooplankton,1063469059,Global Sustainability
2037,Medium Zooplankton,761940482.6,Global Sustainability
2038,Medium Zooplankton,563329538.5,Global Sustainability
2039,Medium Zooplankton,810251242.7,Global Sustainability
2040,Medium Zooplankton,512837607.8,Global Sustainability
2041,Medium Zooplankton,694716027.8,Global Sustainability
2042,Medium Zooplankton,689079384.4,Global Sustainability
2043,Medium Zooplankton,865492956.3,Global Sustainability
2044,Medium Zooplankton,553317620.5,Global Sustainability
2045,Medium Zooplankton,522458051.4,Global Sustainability
2046,Medium Zooplankton,866123817.7,Global Sustainability
2047,Medium Zooplankton,563235623.7,Global Sustainability
2048,Medium Zooplankton,587152966.2,Global Sustainability
2049,Medium Zooplankton,905389023.4,Global Sustainability
2050,Medium Zooplankton,477696130.5,Global Sustainability
2051,Medium Zooplankton,554437217.4,Global Sustainability
2052,Medium Zooplankton,743218155.1,Global Sustainability
2053,Medium Zooplankton,659730703,Global Sustainability
2054,Medium Zooplankton,725410230.8,Global Sustainability
2055,Medium Zooplankton,593605366.4,Global Sustainability
2056,Medium Zooplankton,761911052.2,Global Sustainability
2057,Medium Zooplankton,730263921.9,Global Sustainability
2058,Medium Zooplankton,695397775,Global Sustainability
2059,Medium Zooplankton,532813915.6,Global Sustainability
2060,Medium Zooplankton,473352917.2,Global Sustainability
2061,Medium Zooplankton,823718703.3,Global Sustainability
2062,Medium Zooplankton,467325044.1,Global Sustainability
2063,Medium Zooplankton,481419521.9,Global Sustainability
2064,Medium Zooplankton,516345409,Global Sustainability
2065,Medium Zooplankton,525373124.5,Global Sustainability
2066,Medium Zooplankton,668690698.3,Global Sustainability
2067,Medium Zooplankton,567770300.2,Global Sustainability
2068,Medium Zooplankton,653878319.8,Global Sustainability
2015,Large Phytoplankton,11276307994,Global Sustainability
2016,Large Phytoplankton,11095779671,Global Sustainability
2017,Large Phytoplankton,11710381131,Global Sustainability
2018,Large Phytoplankton,12061043355,Global Sustainability
2019,Large Phytoplankton,12859145990,Global Sustainability
2020,Large Phytoplankton,12765792956,Global Sustainability
2021,Large Phytoplankton,10301737331,Global Sustainability
2022,Large Phytoplankton,10595689813,Global Sustainability
2023,Large Phytoplankton,10637749858,Global Sustainability
2024,Large Phytoplankton,10478358433,Global Sustainability
2025,Large Phytoplankton,9406852501,Global Sustainability
2026,Large Phytoplankton,9850128062,Global Sustainability
2027,Large Phytoplankton,8221910275,Global Sustainability
2028,Large Phytoplankton,8641577827,Global Sustainability
2029,Large Phytoplankton,9888082159,Global Sustainability
2030,Large Phytoplankton,11026780867,Global Sustainability
2031,Large Phytoplankton,12208747354,Global Sustainability
2032,Large Phytoplankton,10684060543,Global Sustainability
2033,Large Phytoplankton,9556350223,Global Sustainability
2034,Large Phytoplankton,8985585436,Global Sustainability
2035,Large Phytoplankton,8594870061,Global Sustainability
2036,Large Phytoplankton,7490874704,Global Sustainability
2037,Large Phytoplankton,10896090083,Global Sustainability
2038,Large Phytoplankton,13236650846,Global Sustainability
2039,Large Phytoplankton,9924845626,Global Sustainability
2040,Large Phytoplankton,8578362366,Global Sustainability
2041,Large Phytoplankton,7826292522,Global Sustainability
2042,Large Phytoplankton,7672735312,Global Sustainability
2043,Large Phytoplankton,7258447793,Global Sustainability
2044,Large Phytoplankton,7045761080,Global Sustainability
2045,Large Phytoplankton,9207487896,Global Sustainability
2046,Large Phytoplankton,7522244239,Global Sustainability
2047,Large Phytoplankton,7944199853,Global Sustainability
2048,Large Phytoplankton,9204729576,Global Sustainability
2049,Large Phytoplankton,8939761793,Global Sustainability
2050,Large Phytoplankton,10989055349,Global Sustainability
2051,Large Phytoplankton,11945205923,Global Sustainability
2052,Large Phytoplankton,9025268015,Global Sustainability
2053,Large Phytoplankton,8465202933,Global Sustainability
2054,Large Phytoplankton,8129665490,Global Sustainability
2055,Large Phytoplankton,8078536604,Global Sustainability
2056,Large Phytoplankton,7087959862,Global Sustainability
2057,Large Phytoplankton,6459728913,Global Sustainability
2058,Large Phytoplankton,7361898196,Global Sustainability
2059,Large Phytoplankton,9108507913,Global Sustainability
2060,Large Phytoplankton,10475366914,Global Sustainability
2061,Large Phytoplankton,7483211044,Global Sustainability
2062,Large Phytoplankton,7563948175,Global Sustainability
2063,Large Phytoplankton,8536286130,Global Sustainability
2064,Large Phytoplankton,7142230592,Global Sustainability
2065,Large Phytoplankton,7012198840,Global Sustainability
2066,Large Phytoplankton,6576355441,Global Sustainability
2067,Large Phytoplankton,7244327495,Global Sustainability
2068,Large Phytoplankton,5445241095,Global Sustainability
2015,Killer Whale,52406.68447,Precautionary Fishing
2016,Killer Whale,50848.01374,Precautionary Fishing
2017,Killer Whale,50015.07516,Precautionary Fishing
2018,Killer Whale,50171.83626,Precautionary Fishing
2019,Killer Whale,48501.65185,Precautionary Fishing
2020,Killer Whale,47154.19191,Precautionary Fishing
2021,Killer Whale,46570.5287,Precautionary Fishing
2022,Killer Whale,46901.88208,Precautionary Fishing
2023,Killer Whale,45835.62882,Precautionary Fishing
2024,Killer Whale,45285.44375,Precautionary Fishing
2025,Killer Whale,45325.03953,Precautionary Fishing
2026,Killer Whale,43878.49851,Precautionary Fishing
2027,Killer Whale,42468.25226,Precautionary Fishing
2028,Killer Whale,41385.93767,Precautionary Fishing
2029,Killer Whale,40566.57661,Precautionary Fishing
2030,Killer Whale,41177.6607,Precautionary Fishing
2031,Killer Whale,39939.78217,Precautionary Fishing
2032,Killer Whale,38771.42829,Precautionary Fishing
2033,Killer Whale,38029.70335,Precautionary Fishing
2034,Killer Whale,38530.65273,Precautionary Fishing
